,reviewid,year
116,22622,2016.0
117,22636,2016.0
118,22629,2016.0
119,22534,2016.0
120,22565,2016.0
121,22395,2016.0
122,22592,1993.0
123,22592,2016.0
124,22598,2016.0
125,22628,2016.0
126,22624,2016.0
127,22619,2016.0
128,22642,1988.0
129,22603,2016.0
130,22594,2016.0
131,22630,2016.0
132,22552,2016.0
133,22625,2016.0
134,22618,2016.0
135,22602,2016.0
136,22621,2016.0
137,22607,2016.0
138,22611,2016.0
139,22616,2016.0
140,22617,2016.0
141,22401,2016.0
142,22394,2016.0
143,22457,2016.0
144,22501,2016.0
145,22612,2016.0
146,22525,1962.0
147,22525,2016.0
148,22610,2016.0
149,22518,2016.0
150,22527,2016.0
151,22623,2016.0
152,22563,2016.0
153,22505,2016.0
154,22465,2016.0
155,22506,1984.0
156,22581,2016.0
157,22519,2016.0
158,22608,2016.0
159,22573,2016.0
160,22609,2016.0
161,22605,2016.0
162,22606,2003.0
163,22606,2016.0
164,22502,2016.0
165,22582,2016.0
166,22604,2016.0
167,22585,2016.0
168,22560,2016.0
169,22589,2016.0
170,22584,2016.0
171,22392,2016.0
172,22347,2016.0
173,22571,2016.0
174,22586,2016.0
175,22587,2016.0
176,22550,2016.0
177,22464,2016.0
178,22570,2016.0
179,22599,2016.0
180,22558,2016.0
181,22415,2016.0
182,22600,1976.0
183,22566,1994.0
184,22566,2016.0
185,22520,2016.0
186,22574,2016.0
187,22452,2016.0
188,22588,2016.0
189,22455,2016.0
190,22480,2016.0
191,22543,2016.0
192,22579,2016.0
193,22576,2016.0
194,22569,2016.0
195,22556,2016.0
196,22575,2016.0
197,22554,2016.0
198,22528,2016.0
199,22540,2016.0
200,22374,1979.0
201,22374,2016.0
202,22562,2016.0
203,22578,2016.0
204,22414,2016.0
205,22498,2016.0
206,22413,2016.0
207,22572,2016.0
208,22462,1971.0
209,22462,2016.0
210,22557,2016.0
211,22485,1975.0
212,22547,2016.0
213,22537,2016.0
214,22441,2016.0
215,22517,2016.0
216,22523,2016.0
217,22551,2016.0
218,22568,2016.0
219,22483,2016.0
220,22567,2016.0
221,22549,2016.0
222,22545,2016.0
223,22546,2016.0
224,22526,2016.0
225,22529,2016.0
226,22500,2016.0
227,22548,2016.0
228,22524,2016.0
229,22324,2016.0
230,22442,2016.0
231,22516,2016.0
232,22514,2016.0
233,22542,2016.0
234,22454,2016.0
235,22436,2016.0
236,22377,2016.0
237,22291,1980.0
238,22378,2016.0
239,22541,2016.0
240,22503,2016.0
241,22479,2016.0
242,22522,2016.0
243,22515,2016.0
244,22530,2016.0
245,22507,2016.0
246,22521,2016.0
247,22512,2016.0
248,22508,2016.0
249,22509,2016.0
250,22463,2016.0
251,22513,2016.0
252,22412,2016.0
253,22504,2016.0
254,22389,2016.0
255,22499,2016.0
256,22495,2016.0
257,22461,2016.0
258,22494,2016.0
259,22440,1979.0
260,22440,2016.0
261,22496,2016.0
262,22497,2016.0
263,22458,2016.0
264,22308,1974.0
265,22390,2016.0
266,22511,2016.0
267,22493,2016.0
268,22339,2016.0
269,22490,2016.0
270,22404,1969.0
271,22404,2016.0
272,22372,2016.0
273,22411,2016.0
274,22348,1978.0
275,22348,2016.0
276,22391,2016.0
277,22410,2016.0
278,22492,2016.0
279,22488,2016.0
280,22477,2016.0
281,22489,2016.0
282,22438,2016.0
283,22323,2016.0
284,22307,2016.0
285,22486,2016.0
286,22478,2016.0
287,22474,2016.0
288,22450,2016.0
289,22449,2016.0
290,22460,2016.0
291,22439,2016.0
292,22253,1989.0
293,22318,1997.0
294,22318,2016.0
295,22445,2016.0
296,22484,2016.0
297,22466,2016.0
298,22429,2016.0
299,22451,2016.0
300,22471,2016.0
301,22470,2016.0
302,22437,2016.0
303,22475,2016.0
304,22476,2016.0
305,22472,2016.0
306,22482,2016.0
307,22376,2016.0
308,22459,2016.0
309,22375,1970.0
310,22375,2016.0
311,22314,2016.0
312,22362,2002.0
313,22362,2016.0
314,22435,2016.0
315,22373,2016.0
316,22447,2016.0
317,22468,2016.0
318,22446,2016.0
319,22299,2016.0
320,22434,2016.0
321,22292,1995.0
322,22368,2016.0
323,22430,2016.0
324,22346,2016.0
325,22388,2016.0
326,22420,2016.0
327,22298,1996.0
328,22298,2016.0
329,22304,2016.0
330,22425,2016.0
331,22444,2016.0
332,22426,2016.0
333,22424,2016.0
334,22315,2016.0
335,22431,2016.0
336,22443,2016.0
337,22432,2016.0
338,22427,2016.0
339,22423,2016.0
340,22387,2016.0
341,22146,2016.0
342,22386,2016.0
343,22416,2016.0
344,22134,1982.0
345,22134,2016.0
346,22422,2016.0
347,22370,2016.0
348,22400,2016.0
349,22045,2000.0
350,22419,2016.0
351,22428,2016.0
352,22406,2016.0
353,22369,2016.0
354,22313,2016.0
355,22405,2016.0
356,22302,2016.0
357,22399,2016.0
358,22409,2016.0
359,22421,2016.0
360,22385,2016.0
361,22384,2016.0
362,22418,2016.0
363,22326,2016.0
364,22366,2016.0
365,22367,2016.0
366,22402,1997.0
367,22402,2016.0
368,22382,2016.0
369,22383,2016.0
370,22408,2016.0
371,22407,2016.0
372,22312,2016.0
373,22381,2016.0
374,22357,2016.0
375,22061,1975.0
376,22293,2016.0
377,22310,2016.0
378,22398,2016.0
379,22403,2016.0
380,22397,2016.0
381,22359,2016.0
382,22365,2016.0
383,22358,2016.0
384,22300,2016.0
385,22335,2016.0
386,22379,2016.0
387,22360,2016.0
388,22336,2016.0
389,22283,1984.0
390,22283,2016.0
391,22303,2016.0
392,22306,2016.0
393,22396,2016.0
394,22343,1973.0
395,22343,2016.0
396,22305,2016.0
397,22238,2016.0
398,22350,2016.0
399,22356,2016.0
400,22112,2016.0
401,22309,2016.0
402,22345,2016.0
403,22255,1968.0
404,22327,1990.0
405,22327,2016.0
406,22288,2016.0
407,22364,2016.0
408,22380,2016.0
409,22355,2016.0
410,22289,2016.0
411,22290,2016.0
412,22330,2016.0
413,22361,2016.0
414,22284,2016.0
415,22354,2016.0
416,22351,2016.0
417,22363,2016.0
418,22281,2016.0
419,22342,1971.0
420,22342,2016.0
421,22352,2016.0
422,22322,2016.0
423,22287,2016.0
424,22344,2016.0
425,22286,2016.0
426,22212,1969.0
427,22353,2016.0
428,22349,2016.0
429,22337,2016.0
430,21989,2016.0
431,22282,2016.0
432,22332,2016.0
433,22333,2016.0
434,22277,2016.0
435,22329,2016.0
436,22338,2002.0
437,22338,2016.0
438,22341,2016.0
439,22271,1975.0
440,22271,2016.0
441,22319,2016.0
442,22331,2016.0
443,22325,2016.0
444,22320,2016.0
445,22296,2016.0
446,22243,2016.0
447,22328,2016.0
448,22279,2016.0
449,22256,2016.0
450,22340,2016.0
451,22251,2016.0
452,22257,2016.0
453,22132,1999.0
454,22254,2016.0
455,22252,2016.0
456,22260,2016.0
457,22321,2016.0
458,22280,2016.0
459,22231,2016.0
460,22311,2016.0
461,22295,2016.0
462,22285,2016.0
463,22249,2016.0
464,22258,2016.0
465,22211,2016.0
466,22223,2016.0
467,22276,2016.0
468,22237,2016.0
469,22273,2016.0
470,22274,2016.0
471,22241,2016.0
472,22233,2016.0
473,22248,2016.0
474,22236,2016.0
475,22242,2016.0
476,22239,2016.0
477,22174,1976.0
478,22267,2016.0
479,22270,2016.0
480,22230,2016.0
481,22169,2016.0
482,22246,2016.0
483,22272,2016.0
484,22227,2016.0
485,22228,1994.0
486,22228,2016.0
487,22245,2016.0
488,22210,2016.0
489,22264,2016.0
490,22263,2016.0
491,22265,2016.0
492,22261,2016.0
493,22234,2016.0
494,22226,2016.0
495,22262,2016.0
496,22193,2016.0
497,22244,2016.0
498,22217,2016.0
499,22232,2016.0
500,22020,2016.0
501,22215,2016.0
502,22225,2016.0
503,22220,2016.0
504,22131,1992.0
505,22221,2016.0
506,22247,1986.0
507,22247,2016.0
508,22198,2016.0
509,22214,2016.0
510,22185,2016.0
511,22207,2016.0
512,22189,2016.0
513,22240,2016.0
514,22150,2016.0
515,22197,2016.0
516,22213,2016.0
517,22208,2016.0
518,22202,2016.0
519,22219,2016.0
520,22206,2016.0
521,22151,2016.0
522,22137,2016.0
523,22200,2016.0
524,22216,2016.0
525,22209,2016.0
526,22170,2016.0
527,22139,2016.0
528,22218,2016.0
529,22182,2016.0
530,22203,2016.0
531,22044,1991.0
532,22186,1998.0
533,22186,2016.0
534,22204,2016.0
535,22188,2016.0
536,22205,2016.0
537,22191,2016.0
538,22199,2016.0
539,22195,1972.0
540,22195,2016.0
541,22148,2016.0
542,22196,2016.0
543,22201,2016.0
544,22187,2016.0
545,22179,2016.0
546,22149,2016.0
547,22152,2016.0
548,22192,2016.0
549,22165,2016.0
550,22163,2016.0
551,22143,2016.0
552,22183,2016.0
553,22178,2016.0
554,22168,2016.0
555,22145,2016.0
556,22142,1989.0
557,22142,2016.0
558,22184,2016.0
559,22162,2016.0
560,22107,1991.0
561,22159,1964.0
562,22159,2016.0
563,22118,2016.0
564,22194,2016.0
565,22133,2016.0
566,22173,2016.0
567,22113,2016.0
568,22190,2016.0
569,22172,2016.0
570,22180,2016.0
571,22136,2016.0
572,22181,2016.0
573,22130,2016.0
574,22177,2016.0
575,22147,2016.0
576,22175,2016.0
577,22129,2016.0
578,22157,2016.0
579,22128,2016.0
580,22160,2016.0
581,22098,2016.0
582,22167,2016.0
583,22171,2016.0
584,21886,2016.0
585,22154,2016.0
586,22166,2016.0
587,22043,1993.0
588,22161,2016.0
589,22123,2016.0
590,22144,2016.0
591,22176,2016.0
592,22119,2016.0
593,22121,2016.0
594,22126,2016.0
595,22158,2016.0
596,22156,2016.0
597,22135,2016.0
598,22106,2016.0
599,22140,2016.0
600,22120,2016.0
601,22110,2016.0
602,22138,2016.0
603,22127,2016.0
604,22109,2016.0
605,22117,2016.0
606,22125,2016.0
607,22155,2016.0
608,22101,2016.0
609,22103,2016.0
610,22116,2016.0
611,22124,2016.0
612,22087,2016.0
613,21924,1979.0
614,22073,2016.0
615,22141,2016.0
616,22062,2016.0
617,22108,2016.0
618,22075,2016.0
619,22111,2016.0
620,22122,2016.0
621,22105,2016.0
622,22094,2016.0
623,22090,2016.0
624,22064,2016.0
625,22102,2016.0
626,22093,2016.0
627,22100,2016.0
628,22095,2016.0
629,22114,2016.0
630,22057,2016.0
631,22097,2016.0
632,22088,2016.0
633,22099,2016.0
634,21895,2016.0
635,22085,2016.0
636,22071,2016.0
637,22059,2016.0
638,22104,2016.0
639,22035,1998.0
640,22060,2016.0
641,22092,2016.0
642,22016,2016.0
643,22026,2016.0
644,22065,2016.0
645,22091,2016.0
646,22086,2016.0
647,22015,2016.0
648,22072,2016.0
649,22074,2016.0
650,22089,2016.0
651,22027,2016.0
652,22080,2016.0
653,22083,2016.0
654,21883,2016.0
655,22076,1978.0
656,22076,2016.0
657,22067,2016.0
658,22084,2016.0
659,22069,2016.0
660,22056,2016.0
661,22054,1995.0
662,22079,2016.0
663,22081,2016.0
664,22063,2016.0
665,22082,2016.0
666,22077,2016.0
667,22078,2016.0
668,22066,2016.0
669,22022,2016.0
670,22052,2016.0
671,22070,2016.0
672,22029,2016.0
673,22021,1996.0
674,22021,2016.0
675,22030,2016.0
676,22013,2016.0
677,21969,2016.0
678,22001,2016.0
679,22055,2016.0
680,22041,2016.0
681,22068,2016.0
682,22042,2016.0
683,22039,1977.0
684,22039,2016.0
685,21985,2016.0
686,22018,2016.0
687,22058,2016.0
688,21968,2016.0
689,22053,1975.0
690,22019,2016.0
691,22014,1980.0
692,22014,2016.0
693,22038,1987.0
694,22038,2016.0
695,22007,2016.0
696,22050,2016.0
697,21719,2016.0
698,22012,2016.0
699,22032,2016.0
700,22049,2016.0
701,22048,2016.0
702,22017,2016.0
703,22005,2016.0
704,21970,2016.0
705,22036,2016.0
706,21971,2016.0
707,21979,2016.0
708,21994,2016.0
709,21988,2016.0
710,21984,2016.0
711,22000,2016.0
712,21992,2016.0
713,22010,2016.0
714,22011,2016.0
715,22034,2016.0
716,21951,2016.0
717,22037,1970.0
718,22024,2016.0
719,21884,2016.0
720,22046,2016.0
721,21982,2016.0
722,21973,2016.0
723,21726,2016.0
724,22033,1979.0
725,22033,2016.0
726,21991,2016.0
727,22004,2016.0
728,22040,2016.0
729,21974,2016.0
730,22008,2016.0
731,22006,2011.0
732,22006,2016.0
733,21972,2016.0
734,22031,2016.0
735,21945,2016.0
736,21995,2016.0
737,21965,2016.0
738,21882,2016.0
739,22002,2016.0
740,21990,2016.0
741,21885,2016.0
742,21967,2016.0
743,21966,1979.0
744,21966,2016.0
745,21889,2016.0
746,21964,1985.0
747,21980,1997.0
748,21980,2016.0
749,21946,2016.0
750,21941,2016.0
751,21931,2016.0
752,21953,2016.0
753,21987,2016.0
754,21996,2016.0
755,21999,2016.0
756,21998,2016.0
757,21978,2016.0
758,21961,2016.0
759,21722,1973.0
760,21722,2016.0
761,21952,2016.0
762,21997,2016.0
763,21872,2016.0
764,21954,2016.0
765,21986,2016.0
766,21962,2016.0
767,21938,2016.0
768,21654,2016.0
769,21871,2016.0
770,21828,2016.0
771,21959,2016.0
772,21977,2016.0
773,21981,2016.0
774,21904,2016.0
775,21873,2016.0
776,21960,1965.0
777,21960,2016.0
778,21890,2016.0
779,21913,2016.0
780,21932,2016.0
781,21942,2016.0
782,21937,2016.0
783,21921,2016.0
784,21916,2016.0
785,21976,2016.0
786,21915,2016.0
787,21944,2016.0
788,21723,2016.0
789,21958,2016.0
790,21975,2016.0
791,21957,2016.0
792,21917,2016.0
793,21943,2016.0
794,21910,2016.0
795,21956,2016.0
796,21891,2016.0
797,21718,2016.0
798,21922,2016.0
799,21786,2016.0
800,21950,2016.0
801,21821,2016.0
802,21947,2016.0
803,21934,2016.0
804,21675,2016.0
805,21940,2016.0
806,21933,1983.0
807,21933,2016.0
808,21949,2016.0
809,21948,2016.0
810,21955,2016.0
811,21536,2016.0
812,21936,2016.0
813,21892,2016.0
814,21874,2016.0
815,21584,1971.0
816,21584,2016.0
817,21880,2016.0
818,21896,1976.0
819,21896,2016.0
820,21923,2016.0
821,21929,2016.0
822,21914,1975.0
823,21914,2016.0
824,21939,2016.0
825,21926,2016.0
826,21893,2016.0
827,21868,2016.0
828,21920,2016.0
829,21864,2016.0
830,21894,2016.0
831,21935,2016.0
832,21721,2016.0
833,21673,2016.0
834,21928,2016.0
835,21898,2016.0
836,21875,2016.0
837,21771,2016.0
838,21725,2016.0
839,21912,2016.0
840,21865,2016.0
841,21802,2016.0
842,21676,2016.0
843,21887,2016.0
844,21919,2016.0
845,21909,2016.0
846,21700,2016.0
847,21911,2016.0
848,21869,2009.0
849,21869,2016.0
850,21918,2016.0
851,21677,2016.0
852,21818,2016.0
853,21784,2016.0
854,21862,2016.0
855,21901,2000.0
856,21901,2016.0
857,21858,2016.0
858,21900,2016.0
859,21877,2016.0
860,21899,2016.0
861,21785,2016.0
862,21724,2016.0
863,21908,2016.0
864,21879,2016.0
865,21876,2016.0
866,21820,2016.0
867,21859,2016.0
868,21907,2016.0
869,21888,2016.0
870,21678,2016.0
871,21878,2016.0
872,21906,2016.0
873,21861,2016.0
874,21863,2016.0
875,21852,2016.0
876,21782,2016.0
877,21783,2016.0
878,21855,2016.0
879,21720,2016.0
880,21817,2016.0
881,21701,1971.0
882,21701,2016.0
883,21854,2016.0
884,21856,2016.0
885,21905,2016.0
886,21849,2016.0
887,21860,2016.0
888,21645,2016.0
889,21857,2016.0
890,21819,2016.0
891,21794,2016.0
892,21810,1982.0
893,21810,2016.0
894,21815,2016.0
895,21687,2016.0
896,21804,2016.0
897,21853,2016.0
898,21851,2016.0
899,21848,2016.0
900,21653,2016.0
901,21813,2016.0
902,21903,2016.0
903,21816,1990.0
904,21816,2016.0
905,21836,2016.0
906,21835,2016.0
907,21850,2016.0
908,21801,2016.0
909,21845,1987.0
910,21842,1982.0
911,21844,1986.0
912,21846,1991.0
913,21841,1984.0
914,21866,1980.0
915,21843,1981.0
916,21847,1985.0
917,21715,2016.0
918,21839,2016.0
919,21637,2016.0
920,21781,2016.0
921,21743,2016.0
922,21806,2016.0
923,21834,2016.0
924,21825,2016.0
925,21867,2016.0
926,21826,2016.0
927,21838,2016.0
928,21837,2016.0
929,21833,2016.0
930,21797,1960.0
931,21797,2016.0
932,21762,1995.0
933,21762,2016.0
934,21717,2016.0
935,21814,2016.0
936,21694,2016.0
937,21799,1968.0
938,21799,2016.0
939,21840,2016.0
940,21744,2016.0
941,21714,2006.0
942,21714,2016.0
943,21696,2016.0
944,21832,2016.0
945,21827,2016.0
946,21808,2016.0
947,21807,1983.0
948,21807,2016.0
949,21792,2016.0
950,21695,2016.0
951,21709,2016.0
952,21778,2016.0
953,21708,2016.0
954,21809,2016.0
955,21758,2016.0
956,21791,2016.0
957,21699,2016.0
958,21831,2016.0
959,21822,2016.0
960,21800,2016.0
961,21733,2016.0
962,21729,2016.0
963,21824,2016.0
964,21681,2016.0
965,21680,2016.0
966,21829,2016.0
967,21636,2016.0
968,21703,2016.0
969,21698,2016.0
970,21749,2016.0
971,21697,2016.0
972,21742,2016.0
973,21780,2016.0
974,21755,1983.0
975,21755,2016.0
976,21688,2016.0
977,21812,2016.0
978,21716,2016.0
979,21732,2016.0
980,21547,2016.0
981,21562,2016.0
982,21811,2016.0
983,21770,2016.0
984,21752,2016.0
985,21769,2016.0
986,21690,2016.0
987,21679,2016.0
988,21803,2016.0
989,21693,2016.0
990,21597,2016.0
991,21748,2016.0
992,21767,2016.0
993,21594,2015.0
994,21704,1971.0
995,21704,2016.0
996,21635,2016.0
997,21796,2016.0
998,21750,2016.0
999,21805,2016.0
1000,21587,1994.0
1001,21587,2016.0
1002,21775,2010.0
1003,21775,2016.0
1004,21766,2016.0
1005,21751,2016.0
1006,21728,2016.0
1007,21674,2016.0
1008,21756,2016.0
1009,21768,2016.0
1010,21596,2016.0
1011,21747,2016.0
1012,21776,2016.0
1013,21628,2016.0
1014,21627,2016.0
1015,21576,2016.0
1016,21633,2016.0
1017,21757,2016.0
1018,21765,2016.0
1019,21779,2016.0
1020,21741,2016.0
1021,21626,2016.0
1022,21777,2016.0
1023,21790,2016.0
1024,21763,2016.0
1025,21595,2016.0
1026,21538,2016.0
1027,21537,2016.0
1028,21593,2016.0
1029,21789,2016.0
1030,21551,2016.0
1031,21660,2016.0
1032,21710,2016.0
1033,21764,2016.0
1034,21754,2016.0
1035,21788,2016.0
1036,21629,2016.0
1037,21652,2016.0
1038,21652,1984.0
1039,21686,2016.0
1040,21761,2016.0
1041,21740,2016.0
1042,21535,2016.0
1043,21746,2016.0
1044,21656,2016.0
1045,21685,2016.0
1046,21625,2016.0
1047,21702,2016.0
1048,21641,2016.0
1049,21712,2016.0
1050,21759,2016.0
1051,21664,2016.0
1052,21745,2016.0
1053,21737,2016.0
1054,21518,2016.0
1055,21683,2016.0
1056,21738,2016.0
1057,21773,2016.0
1058,21615,2016.0
1059,21707,2016.0
1060,21550,2016.0
1061,21730,2016.0
1062,21684,2016.0
1063,21727,2016.0
1064,21647,2016.0
1065,21672,2016.0
1066,21739,2016.0
1067,21614,2016.0
1068,21617,2016.0
1069,21591,2016.0
1070,21646,2016.0
1071,21692,2016.0
1072,21650,2016.0
1073,21640,2016.0
1074,21590,2016.0
1075,21736,2016.0
1076,21605,2016.0
1077,21670,2016.0
1078,21753,2016.0
1079,21588,2016.0
1080,21549,2016.0
1081,21666,1991.0
1082,21666,2016.0
1083,21632,1983.0
1084,21632,2016.0
1085,21606,2016.0
1086,21509,2016.0
1087,21631,2016.0
1088,21713,2016.0
1089,21630,2016.0
1090,21616,2016.0
1091,21731,2016.0
1092,21668,2016.0
1093,21711,2016.0
1094,21658,2016.0
1095,21612,2016.0
1096,21563,2016.0
1097,21667,2016.0
1098,21644,2016.0
1099,21642,2016.0
1100,21691,2016.0
1101,21586,2016.0
1102,21555,2016.0
1103,21669,2016.0
1104,21546,2016.0
1105,21655,2016.0
1106,21665,2016.0
1107,21706,2016.0
1108,21443,2016.0
1109,21651,2016.0
1110,21659,2016.0
1111,21705,2016.0
1112,21526,2016.0
1113,21643,2016.0
1114,21486,2016.0
1115,21623,2016.0
1116,21527,2016.0
1117,21603,2016.0
1118,21415,2016.0
1119,21648,2016.0
1120,21624,2016.0
1121,21575,2016.0
1122,21682,2016.0
1123,21569,2016.0
1124,21534,2016.0
1125,21613,2016.0
1126,21561,2016.0
1127,21574,2016.0
1128,21622,2016.0
1129,21512,2016.0
1130,21610,2016.0
1131,21558,2000.0
1132,21558,2016.0
1133,21585,2016.0
1134,21583,2016.0
1135,21582,2016.0
1136,21661,2016.0
1137,21663,2016.0
1138,21573,2016.0
1139,21600,2016.0
1140,21408,2016.0
1141,21621,2016.0
1142,21510,2012.0
1143,21510,2016.0
1144,21604,2016.0
1145,21567,2016.0
1146,21611,2016.0
1147,21639,2016.0
1148,21504,2016.0
1149,21609,2016.0
1150,21453,2016.0
1151,21572,2016.0
1152,21570,2016.0
1153,21412,2016.0
1154,21544,2016.0
1155,21619,1982.0
1156,21619,2016.0
1157,21435,2016.0
1158,21657,2016.0
1159,21548,1979.0
1160,21548,2016.0
1161,21607,2016.0
1162,21560,2016.0
1163,21608,2016.0
1164,21620,2016.0
1165,21439,2016.0
1166,21602,2016.0
1167,21638,2016.0
1168,21452,2016.0
1169,21559,2016.0
1170,21601,2016.0
1171,21470,2016.0
1172,21466,2016.0
1173,21545,2016.0
1174,21571,2016.0
1175,21339,2016.0
1176,21557,2016.0
1177,21523,2016.0
1178,21414,2016.0
1179,21467,2016.0
1180,21599,2016.0
1181,21017,2016.0
1182,21568,2016.0
1183,21495,2016.0
1184,21508,2016.0
1185,21580,2016.0
1186,21525,2016.0
1187,21566,2016.0
1188,21533,2016.0
1189,21564,1972.0
1190,21564,2016.0
1191,21333,2016.0
1192,21398,2016.0
1193,21465,2016.0
1194,21556,2016.0
1195,21581,2016.0
1196,21542,2016.0
1197,21543,2016.0
1198,21494,2016.0
1199,21419,2016.0
1200,21524,2016.0
1201,21565,2016.0
1202,21598,2016.0
1203,21492,2016.0
1204,21531,2016.0
1205,21493,2016.0
1206,21578,2016.0
1207,21522,2016.0
1208,21532,2016.0
1209,21468,2016.0
1210,21577,2016.0
1211,21410,2016.0
1212,21507,2016.0
1213,21554,2016.0
1214,21529,2016.0
1215,21413,2016.0
1216,21579,2016.0
1217,21511,2016.0
1218,21530,2016.0
1219,21463,2016.0
1220,21521,2016.0
1221,21514,2016.0
1222,21520,2016.0
1223,21485,2016.0
1224,21515,2016.0
1225,21516,2016.0
1226,21553,2016.0
1227,21409,2016.0
1228,21482,2016.0
1229,21451,2016.0
1230,21539,2016.0
1231,21287,2016.0
1232,21513,2016.0
1233,21552,2016.0
1234,21464,2016.0
1235,21484,2016.0
1236,21499,2016.0
1237,21502,2016.0
1238,21541,2016.0
1239,21469,2016.0
1240,21528,2016.0
1241,21462,2016.0
1242,21506,2016.0
1243,21483,2016.0
1244,21498,2016.0
1245,21519,2016.0
1246,21540,2016.0
1247,21472,2016.0
1248,21517,2016.0
1249,21459,2016.0
1250,21437,1981.0
1251,21437,2016.0
1252,21480,2016.0
1253,21471,2016.0
1254,21450,2016.0
1255,21382,2016.0
1256,21456,2016.0
1257,21481,2016.0
1258,21461,1966.0
1259,21461,2016.0
1260,21479,2016.0
1261,21433,2016.0
1262,21489,2016.0
1263,21384,2016.0
1264,21449,2016.0
1265,21335,2016.0
1266,21383,2016.0
1267,21396,2015.0
1268,21460,2016.0
1269,21310,2015.0
1270,21407,1979.0
1271,21407,2016.0
1272,21381,2016.0
1273,21444,2016.0
1274,21497,2016.0
1275,21441,2016.0
1276,21473,2016.0
1277,21445,2016.0
1278,21438,2016.0
1279,21487,1977.0
1280,21476,1979.0
1281,21478,1977.0
1282,21477,1974.0
1283,21488,1975.0
1284,21496,2016.0
1285,21442,2016.0
1286,21448,2015.0
1287,21457,2015.0
1288,21440,2015.0
1289,21475,2016.0
1290,21380,2016.0
1291,21417,2016.0
1292,21400,1999.0
1293,21400,2016.0
1294,21458,2016.0
1295,21434,2016.0
1296,21406,2016.0
1297,21490,2016.0
1298,21436,2016.0
1299,21455,2016.0
1300,21428,2016.0
1301,21345,1964.0
1302,21345,2015.0
1303,21454,2016.0
1304,21420,2015.0
1305,21431,2016.0
1306,21402,2015.0
1307,21403,2015.0
1308,21422,2016.0
1309,21430,2015.0
1310,21432,2016.0
1311,21397,2015.0
1312,21423,2016.0
1313,21426,2015.0
1314,21347,2016.0
1315,21429,2015.0
1316,21394,2016.0
1317,21388,2016.0
1318,21421,2015.0
1319,21395,2016.0
1320,21446,2016.0
1321,21392,2016.0
1322,21391,2015.0
1323,21418,2016.0
1324,21425,2016.0
1325,21393,2016.0
1326,21387,2016.0
1327,21399,2014.0
1328,21399,2016.0
1329,21405,2016.0
1330,21447,2016.0
1331,21389,2016.0
1332,21353,2015.0
1333,21378,2015.0
1334,21386,2015.0
1335,21330,2015.0
1336,21404,2015.0
1337,21332,2016.0
1338,21355,2015.0
1339,21370,2015.0
1340,21424,2016.0
1341,21385,2015.0
1342,21351,2015.0
1343,21377,2015.0
1344,21416,2015.0
1345,21368,2013.0
1346,21368,2016.0
1347,21350,2016.0
1348,21369,2015.0
1349,21343,2016.0
1350,21341,2015.0
1351,21348,2015.0
1352,21338,2015.0
1353,21337,2015.0
1354,21328,1992.0
1355,21328,2015.0
1356,21349,2015.0
1357,21331,2015.0
1358,21352,2016.0
1359,21326,2015.0
1360,21329,2015.0
1361,20947,2015.0
